campaign_name,campaign_code,campaign_created_date,campaign_hits,referred_users,first_time_purchasers,total_purchases,commission_rate,commission_sweeps,available_commission_sweeps,commission_gold,available_commission_gold,offer_code
Lily's Junk ,plrMqh36,5/8/2026,0,0,0,0,10%,0,0,0,0,-
